ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best_of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Blockx A.,Giron M.,119,61.0,514,960.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-08,Masters 1000,Outdoor,Hard,1st Round,3,Boyer T.,Holt B.,116,106.0,530,594.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Machac T.,89,24.0,704,2110.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Atmane T.,Cobolli F.,136,22.0,460,2155.0,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,Bergs Z.,36,54.0,1321,1034.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Fonseca J.,Davidovich Fokina A.,52,18.0,1045,2275.0,6.0,7.0,5.0,4.0,,,,,,,0.0,1.0,Retired
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Humbert U.,Wong C.,25,177.0,2085,307.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Galan D.E.,1,144.0,12030,430.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Diallo G.,Baez S.,35,43.0,1367,1170.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Marozsan F.,29,51.0,1790,1045.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Tien L.,Riedi L.,55,522.0,1028,74.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Etcheverry T.,28,58.0,1825,985.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Michelsen A.,Moutet C.,33,44.0,1655,1156.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Bonzi B.,Musetti L.,63,10.0,907,3235.0,5.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Rinderknech A.,Ruud C.,70,13.0,874,2995.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Safiullin R.,9,80.0,3340,761.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Basavareddy N.,Vukic A.,109,94.0,585,679.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Royer V.,Ofner S.,104,141.0,601,443.0,5.0,7.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,1st Round,3,Dzumhur D.,Bellucci M.,56,74.0,1028,840.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-09,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Martinez P.,16,66.0,2610,890.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Royer V.,12,104.0,3190,601.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Medjedovic H.,Griekspoor T.,72,32.0,864,1675.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Nardi L.,Shapovalov D.,98,30.0,655,1746.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Walton A.,Medvedev D.,85,15.0,726,2760.0,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Brooksby J.,Cazaux A.,101,76.0,637,800.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Dzumhur D.,2,56.0,8590,1028.0,6.0,1.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Mensik J.,Quinn E.,17,82.0,2396,749.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Norrie C.,53,39.0,1036,1277.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Tien L.,11,55.0,3210,1028.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Lehecka J.,Boyer T.,26,116.0,2065,530.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Comesana F.,Darderi L.,71,34.0,869,1404.0,6.0,4.0,3.0,1.0,,,,,,,1.0,0.0,Retired
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Opelka R.,De Minaur A.,73,8.0,852,3480.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Nava E.,4,105.0,5525,597.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Popyrin A.,Landaluce M.,19,142.0,2250,440.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-10,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Carballes Baena R.,14,87.0,2890,720.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Sonego L.,4,36.0,5525,1321.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Bonzi B.,Tsitsipas S.,63,29.0,907,1790.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Humbert U.,14,25.0,2890,2085.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Auger-Aliassime F.,Rinderknech A.,28,70.0,1825,874.0,7.0,6.0,4.0,2.0,,,,,,,1.0,0.0,Retired
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Basavareddy N.,3,109.0,6380,585.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Shelton B.,Ugo Carabelli C.,6,47.0,4320,1118.0,6.0,3.0,3.0,1.0,,,,,,,1.0,0.0,Retired
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-11,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Blockx A.,31,119.0,1700,514.0,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-11,Masters 1000,Outdoor,Hard,3rd Round,3,Rune H.,Michelsen A.,9,33.0,3340,1655.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Brooksby J.,12,101.0,3190,637.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Lehecka J.,Walton A.,26,85.0,2065,726.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Nardi L.,Mensik J.,98,17.0,655,2396.0,6.0,2.0,2.0,1.0,,,,,,,1.0,0.0,Retired
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Diallo G.,1,35.0,12030,1367.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Popyrin A.,11,19.0,3210,2250.0,6.0,7.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Comesana F.,Opelka R.,71,73.0,869,852.0,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Mannarino A.,Paul T.,89,16.0,704,2610.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Atmane T.,Fonseca J.,136,52.0,460,1045.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-12,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Medjedovic H.,2,72.0,8590,864.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-13,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Nakashima B.,3,31.0,6380,1700.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-13,Masters 1000,Outdoor,Hard,3rd Round,3,Shelton B.,Bautista Agut R.,6,53.0,4320,1036.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-13,Masters 1000,Outdoor,Hard,4th Round,3,Rune H.,Tiafoe F.,9,14.0,3340,2890.0,6.0,4.0,3.0,1.0,,,,,,,1.0,0.0,Retired
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-13,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,Mannarino A.,1,89.0,12030,704.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-13,Masters 1000,Outdoor,Hard,4th Round,3,Auger-Aliassime F.,Bonzi B.,28,63.0,1825,907.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-13,Masters 1000,Outdoor,Hard,4th Round,3,Atmane T.,Fritz T.,136,4.0,460,5525.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-14,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Auger-Aliassime F.,1,28.0,12030,1825.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-14,Masters 1000,Outdoor,Hard,4th Round,3,Shelton B.,Lehecka J.,6,26.0,4320,2065.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-14,Masters 1000,Outdoor,Hard,4th Round,3,Rublev A.,Comesana F.,11,71.0,3210,869.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-14,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Khachanov K.,3,12.0,6380,3190.0,7.0,5.0,3.0,0.0,,,,,,,1.0,0.0,Retired
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-14,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Nardi L.,2,98.0,8590,655.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Atmane T.,Rune H.,136,9.0,460,3340.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-15,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Rublev A.,2,11.0,8590,3210.0,6.0,3.0,4.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-16,Masters 1000,Outdoor,Hard,Quarterfinals,3,Zverev A.,Shelton B.,3,6.0,6380,4320.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-16,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Atmane T.,1,136.0,12030,460.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-16,Masters 1000,Outdoor,Hard,Semifinals,3,Alcaraz C.,Zverev A.,2,3.0,8590,6380.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-17,ATP250,Outdoor,Hard,1st Round,3,Carreno Busta P.,Nishioka Y.,113,149.0,549,399.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-17,ATP250,Outdoor,Hard,1st Round,3,Bu Y.,Tseng C.H.,76,119.0,801,529.0,6.0,7.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-17,ATP250,Outdoor,Hard,1st Round,3,Medjedovic H.,Rinderknech A.,65,77.0,907,794.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-17,ATP250,Outdoor,Hard,1st Round,3,Majchrzak K.,Jarry N.,78,103.0,794,628.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-17,ATP250,Outdoor,Hard,1st Round,3,Martinez P.,Goffin D.,64,68.0,910,884.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-17,ATP250,Outdoor,Hard,1st Round,3,Kopriva V.,Ofner S.,87,141.0,726,453.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-17,ATP250,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Walton A.,92,82.0,684,763.0,2.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,1st Round,3,Bellucci M.,Comesana F.,63,54.0,911,962.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Kopriva V.,86,87.0,735,726.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,1st Round,3,Kovacevic A.,Misolic F.,71,95.0,859,677.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,1st Round,3,Navone M.,Suresh D.,74,645.0,810,50.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,1st Round,3,Blanch Dar.,Coric B.,409,104.0,115,620.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
44,Cincinnati,Western & Southern Financial Group Masters,2025-08-18,Masters 1000,Outdoor,Hard,The Final,3,Alcaraz C.,Sinner J.,2,1.0,8590,12030.0,5.0,0.0,,,,,,,,,0.0,0.0,Retired
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Safiullin R.,79,90.0,784,691.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,1st Round,3,McDonald M.,Holt B.,102,111.0,639,554.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,1st Round,3,Basavareddy N.,Collignon R.,106,105.0,593,608.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-18,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Gaston H.,94,125.0,679,513.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Munar J.,Bellucci M.,46,63.0,1077,911.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Baez S.,Carreno Busta P.,40,113.0,1160,549.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Arnaldi M.,92,62.0,684,915.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Darderi L.,McDonald M.,34,102.0,1364,639.0,7.0,6.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Navone M.,Giron M.,74,55.0,810,960.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Kovacevic A.,45,71.0,1086,859.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Medjedovic H.,Fearnley J.,65,59.0,907,939.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Mpetshi G.,Martinez P.,39,64.0,1185,910.0,2.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Fucsovics M.,Griekspoor T.,94,31.0,679,1655.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Muller A.,Blanch Dar.,38,409.0,1193,115.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Bautista Agut R.,O Connell C.,47,79.0,1060,784.0,6.0,4.0,0.0,0.0,,,,,,,1.0,0.0,Retired
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Majchrzak K.,Borges N.,78,42.0,794,1145.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,1st Round,3,Dostanic S.,Vukic A.,412,93.0,114,683.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-19,ATP250,Outdoor,Hard,2nd Round,3,Diallo G.,Basavareddy N.,33,106.0,1388,593.0,,,,,,,,,,,,,Walkover
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,3rd Round,3,Munar J.,Sonego L.,46,35.0,1077,1315.0,4.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,3rd Round,3,Bu Y.,Navone M.,76,74.0,801,810.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,3rd Round,3,Medjedovic H.,Diallo G.,65,33.0,907,1388.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,3rd Round,3,Fucsovics M.,Bautista Agut R.,94,47.0,679,1060.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,3rd Round,3,Mpetshi G.,Muller A.,39,38.0,1185,1193.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,3rd Round,3,Kecmanovic M.,Darderi L.,45,34.0,1086,1364.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,3rd Round,3,Korda S.,Majchrzak K.,86,78.0,735,794.0,6.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,2nd Round,3,Sonego L.,Dostanic S.,35,412.0,1315,114.0,6.0,3.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-20,ATP250,Outdoor,Hard,2nd Round,3,Bu Y.,Tsitsipas S.,76,28.0,801,1790.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-21,ATP250,Outdoor,Hard,3rd Round,3,Van De Zandschulp B.,Baez S.,92,40.0,684,1160.0,0.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-21,ATP250,Outdoor,Hard,Quarterfinals,3,Korda S.,Kecmanovic M.,86,45.0,735,1086.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-21,ATP250,Outdoor,Hard,Quarterfinals,3,Fucsovics M.,Munar J.,94,46.0,679,1077.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-21,ATP250,Outdoor,Hard,Quarterfinals,3,Mpetshi G.,Medjedovic H.,39,65.0,1185,907.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-22,ATP250,Outdoor,Hard,Quarterfinals,3,Van De Zandschulp B.,Bu Y.,92,76.0,684,801.0,6.0,3.0,5.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-22,ATP250,Outdoor,Hard,Semifinals,3,Fucsovics M.,Korda S.,94,86.0,679,735.0,,,,,,,,,,,,,Walkover
45,Winston-Salem,Winston-Salem Open at Wake Forest University,2025-08-22,ATP250,Outdoor,Hard,Semifinals,3,Van De Zandschulp B.,Mpetshi G.,92,39.0,684,1185.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed
